日期时间,任务耗时,读取条码_全局.条码,读取条码_运行时间,读取条码_运行结果,更新入站时间_运行时间,更新入站时间_运行结果,计算赋值_扫码.写入结果,计算赋值_运行时间,计算赋值_运行结果,写入PLC_运行时间,写入PLC_运行结果
2026-04-15 15:54:59:429,187,306778055447,1.6448,Ok,0.0038,Ok,1,56.0439,Ok,126.3685,Ok
