日期时间,任务耗时,设置相机曝光_运行时间,设置相机曝光_运行结果,读位置编号_MARK拍照.位置编号,读位置编号_MARK拍照.拍照X,读位置编号_MARK拍照.拍照Y,读位置编号_MARK拍照.拍照Z,读位置编号_运行时间,读位置编号_运行结果,图像采集_运行时间,图像采集_运行结果,模板匹配_原点X,模板匹配_定位点Y,模板匹配_结果X,模板匹配_结果Y,模板匹配_角度,模板匹配_分数,模板匹配_运行时间,模板匹配_运行结果,计算赋值_MARK拍照.拍照位置.X,计算赋值_MARK拍照.拍照位置.Y,计算赋值_MARK拍照.定位结果,计算赋值_MARK拍照.写入结果,计算赋值_MARK拍照.保存编号,计算赋值_运行时间,计算赋值_运行结果,写结果_运行时间,写结果_运行结果,人工定位点_运行时间,人工定位点_运行结果,转机械坐标_运行时间,转机械坐标_运行结果,保存坐标_全局.定位坐标[[MARK拍照.保存编号]],保存坐标_全局.定位Mark点坐标表[[MARK拍照.位置编号]],保存坐标_运行时间,保存坐标_运行结果,写最终结果_运行时间,写最终结果_运行结果
2026-04-15 15:55:08:55,8793,9.3931,Ok,0,0,0,126196,463.1665,Ok,85.4235,Ok,1526.5,997.5,0,0,0,0,124.1428,Ng,0.000000,0.000000,False,4,1000,4.6095,Ok,36.339,Ok,7970.2082,Ng,5.2866,Ok,126.08880801340447 3.240181422104854,126.08880801340447 3.240181422104854,22.7607,Ok,61.8442,Ok
