日期时间,任务耗时,读取激光参数_运行时间,读取激光参数_运行结果,保存定位数据_上传MES.保存数据结果,保存定位数据_运行时间,保存定位数据_运行结果,判断极柱角度_运行时间,判断极柱角度_运行结果,写入CSV_运行时间,写入CSV_运行结果,MES上传_运行时间,MES上传_运行结果,计算结果_上传MES.PLC写入结果,计算结果_运行时间,计算结果_运行结果,写入上传结果_运行时间,写入上传结果_运行结果
2026-04-15 15:54:59:461,217,0,Disable,False,11.1204,Error,0,Disable,0,Disable,0.008,Ok,1,44.9031,Ok,158.3301,Ok
